ranking,model,uid,recommendation
"[{'name': 'liked_book_2', 'value': 'Le Ore - by Micheal Cunningham'}, {'name': 'liked_book_1', 'value': ""La Rabbia E L'Orgoglio - by Oriana Fallaci""}, {'name': 'liked_book_3', 'value': 'GesÃ¹ e le donne - by Marco Garzonio'}, {'name': 'disliked_book_3', 'value': 'D Amore E Ombra - by Isabel Allende'}, {'name': 'disliked_book_1', 'value': ""L'isola del giorno prima - by Umberto Eco""}, {'name': 'disliked_book_2', 'value': ""Garzanti - Gli Elefanti: L'idiota - by Dostoevskij""}]",gemma2-9b-it,37034,The Remains of the Day - by Kazuo Ishiguro
"[{'name': 'disliked_book_1', 'value': 'Way Of The Wolf (Deathlands #42) (Deathlands , No 42) - by James Axler'}, {'name': 'disliked_book_3', 'value': 'Through Darkest Amer (Isaac Asimov Presents) - by Neal Barrett'}, {'name': 'liked_book_1', 'value': 'To Sail Beyond the Sunset - by Robert Heinlein'}, {'name': 'liked_book_2', 'value': 'The Nanotech War (Star Trek Voyager) - by Steven Piziks'}, {'name': 'liked_book_3', 'value': 'Flesh and Blood - by Jonathan Kellerman'}, {'name': 'disliked_book_2', 'value': 'The settlers (His Australians) - by William Stuart Long'}]",gemma2-9b-it,37293,The Martian Chronicles - by Ray Bradbury
"[{'name': 'liked_book_1', 'value': 'To Sail Beyond the Sunset - by Robert Heinlein'}, {'name': 'liked_book_2', 'value': 'The Nanotech War (Star Trek Voyager) - by Steven Piziks'}, {'name': 'disliked_book_1', 'value': 'Way Of The Wolf (Deathlands #42) (Deathlands , No 42) - by James Axler'}, {'name': 'disliked_book_3', 'value': 'Through Darkest Amer (Isaac Asimov Presents) - by Neal Barrett'}, {'name': 'liked_book_3', 'value': 'Flesh and Blood - by Jonathan Kellerman'}, {'name': 'disliked_book_2', 'value': 'The settlers (His Australians) - by William Stuart Long'}]",gemma2-9b-it,37293,The Moon is a Harsh Mistress - by Robert Heinlein
"[{'name': 'liked_book_1', 'value': 'To Sail Beyond the Sunset - by Robert Heinlein'}, {'name': 'liked_book_2', 'value': 'The Nanotech War (Star Trek Voyager) - by Steven Piziks'}, {'name': 'liked_book_3', 'value': 'Flesh and Blood - by Jonathan Kellerman'}, {'name': 'disliked_book_1', 'value': 'Way Of The Wolf (Deathlands #42) (Deathlands , No 42) - by James Axler'}, {'name': 'disliked_book_2', 'value': 'The settlers (His Australians) - by William Stuart Long'}, {'name': 'disliked_book_3', 'value': 'Through Darkest Amer (Isaac Asimov Presents) - by Neal Barrett'}]",gemma2-9b-it,37293,The Murderbot Diaries: All Systems Red - by Martha Wells
"[{'name': 'disliked_book_1', 'value': 'Way Of The Wolf (Deathlands #42) (Deathlands , No 42) - by James Axler'}, {'name': 'disliked_book_2', 'value': 'The settlers (His Australians) - by William Stuart Long'}, {'name': 'liked_book_1', 'value': 'To Sail Beyond the Sunset - by Robert Heinlein'}, {'name': 'liked_book_2', 'value': 'The Nanotech War (Star Trek Voyager) - by Steven Piziks'}, {'name': 'liked_book_3', 'value': 'Flesh and Blood - by Jonathan Kellerman'}, {'name': 'disliked_book_3', 'value': 'Through Darkest Amer (Isaac Asimov Presents) - by Neal Barrett'}]",gemma2-9b-it,37293,The Stand - by Stephen King
"[{'name': 'liked_book_1', 'value': 'Sword of Shannara - by Terry Brooks'}, {'name': 'liked_book_2', 'value': 'Ariel/Book of Change - by Steven R. Boyett'}, {'name': 'liked_book_3', 'value': 'Everyone in Silico - by Jim Munroe'}, {'name': 'disliked_book_3', 'value': ""Dragon Tempest (Callander's Dragon) - by Don Callander""}, {'name': 'disliked_book_1', 'value': 'Death Zone Attack (C.a.D.S, No 11) - by John Sievert'}, {'name': 'disliked_book_2', 'value': 'Between a Wok and a Hard Place: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mystery Series , No 5) - by Tamar Myers'}]",gemma2-9b-it,44595,The Chronicles of Amber - by Roger Zelazny
"[{'name': 'liked_book_1', 'value': 'Sword of Shannara - by Terry Brooks'}, {'name': 'liked_book_2', 'value': 'Ariel/Book of Change - by Steven R. Boyett'}, {'name': 'liked_book_3', 'value': 'Everyone in Silico - by Jim Munroe'}, {'name': 'disliked_book_3', 'value': ""Dragon Tempest (Callander's Dragon) - by Don Callander""}, {'name': 'disliked_book_1', 'value': 'Death Zone Attack (C.a.D.S, No 11) - by John Sievert'}, {'name': 'disliked_book_2', 'value': 'Between a Wok and a Hard Place: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mystery Series , No 5) - by Tamar Myers'}]",gemma2-9b-it,44595,The Elfstones of Shannara - by Terry Brooks
"[{'name': 'disliked_book_1', 'value': 'Death Zone Attack (C.a.D.S, No 11) - by John Sievert'}, {'name': 'disliked_book_3', 'value': ""Dragon Tempest (Callander's Dragon) - by Don Callander""}, {'name': 'disliked_book_2', 'value': 'Between a Wok and a Hard Place: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mystery Series , No 5) - by Tamar Myers'}, {'name': 'liked_book_1', 'value': 'Sword of Shannara - by Terry Brooks'}, {'name': 'liked_book_2', 'value': 'Ariel/Book of Change - by Steven R. Boyett'}, {'name': 'liked_book_3', 'value': 'Everyone in Silico - by Jim Munroe'}]",gemma2-9b-it,44595,The Girl with the Dragon Tattoo - by Stieg Larsson
"[{'name': 'liked_book_1', 'value': 'Sword of Shannara - by Terry Brooks'}, {'name': 'liked_book_2', 'value': 'Ariel/Book of Change - by Steven R. Boyett'}, {'name': 'liked_book_3', 'value': 'Everyone in Silico - by Jim Munroe'}, {'name': 'disliked_book_3', 'value': ""Dragon Tempest (Callander's Dragon) - by Don Callander""}, {'name': 'disliked_book_1', 'value': 'Death Zone Attack (C.a.D.S, No 11) - by John Sievert'}, {'name': 'disliked_book_2', 'value': 'Between a Wok and a Hard Place: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mystery Series , No 5) - by Tamar Myers'}]",gemma2-9b-it,44595,The Martian - by Andy Weir
"[{'name': 'liked_book_1', 'value': 'The English Garden: Centuries of Botanical Delight Brought to Life in Four Romantic Novellas - by Gail Gaymer Martin'}, {'name': 'liked_book_2', 'value': ""Candle in the Darkness (Refiner's Fire, 1) - by Lynn N. Austin""}, {'name': 'liked_book_3', 'value': 'Sweet Boundless (Diamond of the Rockies, 2) - by Kristen Heitzmann'}, {'name': 'disliked_book_1', 'value': 'The Waiting Time (Doubleday Colophon) - by Eugenia Price'}, {'name': 'disliked_book_2', 'value': 'Another Homecoming - by Janette Oke'}, {'name': 'disliked_book_3', 'value': 'Ohio: The Young Buckeye State Blossoms With Love and Adventure in Four Complete Novels - by Dianne Christner'}]",gemma2-9b-it,47194,The Help - by Kathryn Stockett
"[{'name': 'liked_book_1', 'value': 'The English Garden: Centuries of Botanical Delight Brought to Life in Four Romantic Novellas - by Gail Gaymer Martin'}, {'name': 'liked_book_2', 'value': ""Candle in the Darkness (Refiner's Fire, 1) - by Lynn N. Austin""}, {'name': 'liked_book_3', 'value': 'Sweet Boundless (Diamond of the Rockies, 2) - by Kristen Heitzmann'}, {'name': 'disliked_book_1', 'value': 'The Waiting Time (Doubleday Colophon) - by Eugenia Price'}, {'name': 'disliked_book_2', 'value': 'Another Homecoming - by Janette Oke'}, {'name': 'disliked_book_3', 'value': 'Ohio: The Young Buckeye State Blossoms With Love and Adventure in Four Complete Novels - by Dianne Christner'}]",gemma2-9b-it,47194,The Nightingale - by Kristin Hannah
"[{'name': 'liked_book_2', 'value': ""Candle in the Darkness (Refiner's Fire, 1) - by Lynn N. Austin""}, {'name': 'liked_book_3', 'value': 'Sweet Boundless (Diamond of the Rockies, 2) - by Kristen Heitzmann'}, {'name': 'liked_book_1', 'value': 'The English Garden: Centuries of Botanical Delight Brought to Life in Four Romantic Novellas - by Gail Gaymer Martin'}, {'name': 'disliked_book_2', 'value': 'Another Homecoming - by Janette Oke'}, {'name': 'disliked_book_1', 'value': 'The Waiting Time (Doubleday Colophon) - by Eugenia Price'}, {'name': 'disliked_book_3', 'value': 'Ohio: The Young Buckeye State Blossoms With Love and Adventure in Four Complete Novels - by Dianne Christner'}]",gemma2-9b-it,47194,The Rose Garden - by Sarah Morgan
"[{'name': 'liked_book_3', 'value': 'Sweet Boundless (Diamond of the Rockies, 2) - by Kristen Heitzmann'}, {'name': 'liked_book_1', 'value': 'The English Garden: Centuries of Botanical Delight Brought to Life in Four Romantic Novellas - by Gail Gaymer Martin'}, {'name': 'liked_book_2', 'value': ""Candle in the Darkness (Refiner's Fire, 1) - by Lynn N. Austin""}, {'name': 'disliked_book_1', 'value': 'The Waiting Time (Doubleday Colophon) - by Eugenia Price'}, {'name': 'disliked_book_2', 'value': 'Another Homecoming - by Janette Oke'}, {'name': 'disliked_book_3', 'value': 'Ohio: The Young Buckeye State Blossoms With Love and Adventure in Four Complete Novels - by Dianne Christner'}]",gemma2-9b-it,47194,The Secret Keeper - by Kate Morton
"[{'name': 'liked_book_2', 'value': 'Great Short Stories by American Women (Dover Thrift Editions) - by Candace Ward'}, {'name': 'liked_book_3', 'value': 'The Alchemist: A Fable About Following Your Dream - by Paulo Coelho'}, {'name': 'liked_book_1', 'value': 'Common Women: Prostitution and Sexuality in Medieval England (Studies in the History of Sexuality) - by Ruth Mazo Karras'}, {'name': 'disliked_book_3', 'value': ""Spindle's End - by Robin McKinley""}, {'name': 'disliked_book_2', 'value': 'Piers the Ploughman (Penguin Classics) - by William Langland'}, {'name': 'disliked_book_1', 'value': 'The Heart of Islam : Enduring Values for Humanity - by Seyyed Hossein Nasr'}]",gemma2-9b-it,50845,The Handmaid's Tale - by Margaret Atwood
"[{'name': 'disliked_book_2', 'value': 'Piers the Ploughman (Penguin Classics) - by William Langland'}, {'name': 'liked_book_1', 'value': 'Common Women: Prostitution and Sexuality in Medieval England (Studies in the History of Sexuality) - by Ruth Mazo Karras'}, {'name': 'liked_book_2', 'value': 'Great Short Stories by American Women (Dover Thrift Editions) - by Candace Ward'}, {'name': 'disliked_book_3', 'value': ""Spindle's End - by Robin McKinley""}, {'name': 'liked_book_3', 'value': 'The Alchemist: A Fable About Following Your Dream - by Paulo Coelho'}, {'name': 'disliked_book_1', 'value': 'The Heart of Islam : Enduring Values for Humanity - by Seyyed Hossein Nasr'}]",gemma2-9b-it,50845,The Lord of the Rings - by J.R.R. Tolkien
"[{'name': 'liked_book_1', 'value': 'Common Women: Prostitution and Sexuality in Medieval England (Studies in the History of Sexuality) - by Ruth Mazo Karras'}, {'name': 'liked_book_2', 'value': 'Great Short Stories by American Women (Dover Thrift Editions) - by Candace Ward'}, {'name': 'liked_book_3', 'value': 'The Alchemist: A Fable About Following Your Dream - by Paulo Coelho'}, {'name': 'disliked_book_3', 'value': ""Spindle's End - by Robin McKinley""}, {'name': 'disliked_book_2', 'value': 'Piers the Ploughman (Penguin Classics) - by William Langland'}, {'name': 'disliked_book_1', 'value': 'The Heart of Islam : Enduring Values for Humanity - by Seyyed Hossein Nasr'}]",gemma2-9b-it,50845,The Mists of Avalon - by Marion Zimmer Bradley
"[{'name': 'disliked_book_2', 'value': 'Piers the Ploughman (Penguin Classics) - by William Langland'}, {'name': 'disliked_book_1', 'value': 'The Heart of Islam : Enduring Values for Humanity - by Seyyed Hossein Nasr'}, {'name': 'liked_book_1', 'value': 'Common Women: Prostitution and Sexuality in Medieval England (Studies in the History of Sexuality) - by Ruth Mazo Karras'}, {'name': 'liked_book_2', 'value': 'Great Short Stories by American Women (Dover Thrift Editions) - by Candace Ward'}, {'name': 'disliked_book_3', 'value': ""Spindle's End - by Robin McKinley""}, {'name': 'liked_book_3', 'value': 'The Alchemist: A Fable About Following Your Dream - by Paulo Coelho'}]",gemma2-9b-it,50845,The Name of the Rose - by Umberto Eco
"[{'name': 'disliked_book_1', 'value': 'Ancient Rock Carvings from Great Britain and Ireland - by Chris Mansell'}, {'name': 'disliked_book_2', 'value': 'Not Till the Red Fog Rises - by Derek Raymond'}, {'name': 'disliked_book_3', 'value': 'The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) - by Martha Grimes'}, {'name': 'liked_book_2', 'value': ""Rupert Brooke &amp; Wilfred Owen (Everyman's Poetry Series) - by Rupert Brooke""}, {'name': 'liked_book_3', 'value': 'The Debt to Pleasure: A Novel - by John Lanchester'}, {'name': 'liked_book_1', 'value': 'Letters to Sherlock Holmes - by Richard Lancelyn Green'}]",gemma2-9b-it,51449,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_3', 'value': 'The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) - by Martha Grimes'}, {'name': 'liked_book_2', 'value': ""Rupert Brooke &amp; Wilfred Owen (Everyman's Poetry Series) - by Rupert Brooke""}, {'name': 'liked_book_3', 'value': 'The Debt to Pleasure: A Novel - by John Lanchester'}, {'name': 'disliked_book_2', 'value': 'Not Till the Red Fog Rises - by Derek Raymond'}, {'name': 'liked_book_1', 'value': 'Letters to Sherlock Holmes - by Richard Lancelyn Green'}, {'name': 'disliked_book_1', 'value': 'Ancient Rock Carvings from Great Britain and Ireland - by Chris Mansell'}]",gemma2-9b-it,51449,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_1', 'value': 'Letters to Sherlock Holmes - by Richard Lancelyn Green'}, {'name': 'liked_book_3', 'value': 'The Debt to Pleasure: A Novel - by John Lanchester'}, {'name': 'disliked_book_3', 'value': 'The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) - by Martha Grimes'}, {'name': 'disliked_book_2', 'value': 'Not Till the Red Fog Rises - by Derek Raymond'}, {'name': 'liked_book_2', 'value': ""Rupert Brooke &amp; Wilfred Owen (Everyman's Poetry Series) - by Rupert Brooke""}, {'name': 'disliked_book_1', 'value': 'Ancient Rock Carvings from Great Britain and Ireland - by Chris Mansell'}]",gemma2-9b-it,51449,The Name of the Rose - by Umberto Eco
"[{'name': 'liked_book_3', 'value': 'The Debt to Pleasure: A Novel - by John Lanchester'}, {'name': 'liked_book_1', 'value': 'Letters to Sherlock Holmes - by Richard Lancelyn Green'}, {'name': 'liked_book_2', 'value': ""Rupert Brooke &amp; Wilfred Owen (Everyman's Poetry Series) - by Rupert Brooke""}, {'name': 'disliked_book_2', 'value': 'Not Till the Red Fog Rises - by Derek Raymond'}, {'name': 'disliked_book_3', 'value': 'The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) - by Martha Grimes'}, {'name': 'disliked_book_1', 'value': 'Ancient Rock Carvings from Great Britain and Ireland - by Chris Mansell'}]",gemma2-9b-it,51449,The Remains of the Day - by Kazuo Ishiguro
"[{'name': 'liked_book_2', 'value': 'The Da Vinci Code - by Dan Brown'}, {'name': 'liked_book_1', 'value': 'Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'liked_book_3', 'value': 'Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)) - by Faye Kellerman'}, {'name': 'disliked_book_2', 'value': 'A Traitor to Memory - by Elizabeth George'}, {'name': 'disliked_book_3', 'value': 'Chopping Spree - by DIANE MOTT DAVIDSON'}, {'name': 'disliked_book_1', 'value': ""East of Eden (Oprah's Book Club) - by John Steinbeck""}]",gemma2-9b-it,53304,Angels & Demons - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'liked_book_2', 'value': 'The Da Vinci Code - by Dan Brown'}, {'name': 'liked_book_3', 'value': 'Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)) - by Faye Kellerman'}, {'name': 'disliked_book_2', 'value': 'A Traitor to Memory - by Elizabeth George'}, {'name': 'disliked_book_3', 'value': 'Chopping Spree - by DIANE MOTT DAVIDSON'}, {'name': 'disliked_book_1', 'value': ""East of Eden (Oprah's Book Club) - by John Steinbeck""}]",gemma2-9b-it,53304,One for the Money - by Janet Evanovich
"[{'name': 'disliked_book_2', 'value': 'A Traitor to Memory'}, {'name': 'liked_book_1', 'value': 'Hard Eight : A Stephanie Plum Novel'}, {'name': 'liked_book_2', 'value': 'The Da Vinci Code'}, {'name': 'liked_book_3', 'value': 'Stalker: A Novel'}, {'name': 'disliked_book_1', 'value': 'East of Eden'}, {'name': 'disliked_book_3', 'value': 'Chopping Spree'}]",gemma2-9b-it,53304,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_1', 'value': 'Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'liked_book_2', 'value': 'The Da Vinci Code - by Dan Brown'}, {'name': 'liked_book_3', 'value': 'Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)) - by Faye Kellerman'}, {'name': 'disliked_book_2', 'value': 'A Traitor to Memory - by Elizabeth George'}, {'name': 'disliked_book_3', 'value': 'Chopping Spree - by DIANE MOTT DAVIDSON'}, {'name': 'disliked_book_1', 'value': ""East of Eden (Oprah's Book Club) - by John Steinbeck""}]",gemma2-9b-it,53304,The Silent Patient - by Alex Michaelides
"[{'name': 'liked_book_1', 'value': 'The Anastasia Syndrome - by Mary Higgins Clark'}, {'name': 'liked_book_3', 'value': 'LIFE SUPPORT - by Tess Gerritsen'}, {'name': 'liked_book_2', 'value': 'Belladonna: A Novel of Revenge - by Karen Moline'}, {'name': 'disliked_book_1', 'value': 'Lilac Night - by Michael T. Hinkemeyer'}, {'name': 'disliked_book_2', 'value': 'Hidden Jewel (Landry) - by V.C. Andrews'}, {'name': 'disliked_book_3', 'value': 'Strange Invaders (Visitors, Bk 1) - by Rodman Philbrick'}]",gemma2-9b-it,54589,The Chain - by Adrian McKinty
"[{'name': 'liked_book_1', 'value': 'The Anastasia Syndrome - by Mary Higgins Clark'}, {'name': 'liked_book_3', 'value': 'LIFE SUPPORT - by Tess Gerritsen'}, {'name': 'liked_book_2', 'value': 'Belladonna: A Novel of Revenge - by Karen Moline'}, {'name': 'disliked_book_1', 'value': 'Lilac Night - by Michael T. Hinkemeyer'}, {'name': 'disliked_book_2', 'value': 'Hidden Jewel (Landry) - by V.C. Andrews'}, {'name': 'disliked_book_3', 'value': 'Strange Invaders (Visitors, Bk 1) - by Rodman Philbrick'}]",gemma2-9b-it,54589,The Guest List - by Lucy Foley
"[{'name': 'disliked_book_3', 'value': 'Strange Invaders (Visitors, Bk 1)'}, {'name': 'liked_book_1', 'value': 'The Anastasia Syndrome - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': 'Belladonna: A Novel of Revenge - by Karen Moline'}, {'name': 'liked_book_3', 'value': 'LIFE SUPPORT - by Tess Gerritsen'}, {'name': 'disliked_book_1', 'value': 'Lilac Night - by Michael T. Hinkemeyer'}, {'name': 'disliked_book_2', 'value': 'Hidden Jewel (Landry) - by V.C. Andrews'}]",gemma2-9b-it,54589,The Institute - by Stephen King
"[{'name': 'liked_book_1', 'value': 'The Anastasia Syndrome - by Mary Higgins Clark'}, {'name': 'liked_book_2', 'value': 'Belladonna: A Novel of Revenge - by Karen Moline'}, {'name': 'liked_book_3', 'value': 'LIFE SUPPORT - by Tess Gerritsen'}, {'name': 'disliked_book_1', 'value': 'Lilac Night - by Michael T. Hinkemeyer'}, {'name': 'disliked_book_2', 'value': 'Hidden Jewel (Landry) - by V.C. Andrews'}, {'name': 'disliked_book_3', 'value': 'Strange Invaders (Visitors, Bk 1) - by Rodman Philbrick'}]",gemma2-9b-it,54589,The Silent Patient - by Alex Michaelides
