ranking,model,pid,recommendation
"[{'name': 'playlist_name', 'value': 'Karaoke'}, {'name': 'song_3', 'value': 'With A Little Help From My Friends - by Joe Cocker'}, {'name': 'song_5', 'value': 'Come Together - by Joe Cocker'}, {'name': 'song_1', 'value': 'Sara Smile - by Daryl Hall & John Oates'}, {'name': 'song_2', 'value': 'The First Cut Is The Deepest - by Sheryl Crow'}, {'name': 'song_4', 'value': 'You Are So Beautiful - by Joe Cocker'}]",gemma2-9b-it,127088,Sweet Caroline - by Neil Diamond
"[{'name': 'song_1', 'value': 'Hey Brother - by Avicii'}, {'name': 'song_5', 'value': 'At Home - Passion Pit Remix - by Crystal Fighters'}, {'name': 'song_2', 'value': 'Dreaming - by Smallpools'}, {'name': 'song_4', 'value': ""Hold On, We're Going Home - by Drake""}, {'name': 'song_3', 'value': 'Titanium Acoustic Cover - by Collin McLoughlin'}, {'name': 'playlist_name', 'value': 'Fall 2013'}]",gemma2-9b-it,129906,Royals - by Lorde
"[{'name': 'song_2', 'value': 'Dreaming - by Smallpools'}, {'name': 'song_5', 'value': 'At Home - Passion Pit Remix - by Crystal Fighters'}, {'name': 'playlist_name', 'value': 'Fall 2013'}, {'name': 'song_1', 'value': 'Hey Brother - by Avicii'}, {'name': 'song_3', 'value': 'Titanium Acoustic Cover - by Collin McLoughlin'}, {'name': 'song_4', 'value': ""Hold On, We're Going Home - by Drake""}]",gemma2-9b-it,129906,Shelter Song - by  Temples
"[{'name': 'song_1', 'value': 'Hey Brother - by Avicii'}, {'name': 'song_2', 'value': 'Dreaming - by Smallpools'}, {'name': 'song_5', 'value': 'At Home - Passion Pit Remix - by Crystal Fighters'}, {'name': 'song_3', 'value': 'Titanium Acoustic Cover - by Collin McLoughlin'}, {'name': 'song_4', 'value': ""Hold On, We're Going Home - by Drake""}, {'name': 'playlist_name', 'value': 'Fall 2013'}]",gemma2-9b-it,129906,The Nights - by Avicii
"[{'name': 'song_3', 'value': 'Titanium Acoustic Cover - by Collin McLoughlin'}, {'name': 'song_5', 'value': 'At Home - Passion Pit Remix - by Crystal Fighters'}, {'name': 'song_2', 'value': 'Dreaming - by Smallpools'}, {'name': 'song_4', 'value': ""Hold On, We're Going Home - by Drake""}, {'name': 'song_1', 'value': 'Hey Brother - by Avicii'}, {'name': 'playlist_name', 'value': 'Fall 2013'}]",gemma2-9b-it,129906,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'playlist_name', 'value': 'My oldies'}, {'name': 'song_1', 'value': 'The Tracks Of My Tears - by Smokey Robinson & The Miracles'}, {'name': 'song_2', 'value': ""You've Really Got A Hold On Me - Alternate Stereo Mix - by Smokey Robinson & The Miracles""}, {'name': 'song_3', 'value': 'Ooo Baby Baby - by Smokey Robinson & The Miracles'}, {'name': 'song_4', 'value': 'Float On - Single Version - by The Floaters'}, {'name': 'song_5', 'value': 'Natural High - by Bloodstone'}]",gemma2-9b-it,136224,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'The Tracks Of My Tears - by Smokey Robinson & The Miracles'}, {'name': 'song_2', 'value': ""You've Really Got A Hold On Me - Alternate Stereo Mix - by Smokey Robinson & The Miracles""}, {'name': 'song_3', 'value': 'Ooo Baby Baby - by Smokey Robinson & The Miracles'}, {'name': 'playlist_name', 'value': 'My oldies'}, {'name': 'song_4', 'value': 'Float On - Single Version - by The Floaters'}, {'name': 'song_5', 'value': 'Natural High - by Bloodstone'}]",gemma2-9b-it,136224,I'll Be There - by The Jackson 5
"[{'name': 'song_1', 'value': 'The Tracks Of My Tears - by Smokey Robinson & The Miracles'}, {'name': 'song_2', 'value': ""You've Really Got A Hold On Me - Alternate Stereo Mix - by Smokey Robinson & The Miracles""}, {'name': 'song_3', 'value': 'Ooo Baby Baby - by Smokey Robinson & The Miracles'}, {'name': 'song_4', 'value': 'Float On - Single Version - by The Floaters'}, {'name': 'song_5', 'value': 'Natural High - by Bloodstone'}, {'name': 'playlist_name', 'value': 'My oldies'}]",gemma2-9b-it,136224,Lose Yourself - by Eminem
"[{'name': 'song_1', 'value': 'The Tracks Of My Tears - by Smokey Robinson & The Miracles'}, {'name': 'song_2', 'value': ""You've Really Got A Hold On Me - Alternate Stereo Mix - by Smokey Robinson & The Miracles""}, {'name': 'song_3', 'value': 'Ooo Baby Baby - by Smokey Robinson & The Miracles'}, {'name': 'playlist_name', 'value': 'My oldies'}, {'name': 'song_4', 'value': 'Float On - Single Version - by The Floaters'}, {'name': 'song_5', 'value': 'Natural High - by Bloodstone'}]",gemma2-9b-it,136224,Shop Around - by The Miracles
"[{'name': 'playlist_name', 'value': 'rainy days'}, {'name': 'song_2', 'value': 'Hey Now - by London Grammar'}, {'name': 'song_5', 'value': 'Not About Angels - by Birdy'}, {'name': 'song_3', 'value': 'Pictures - by Benjamin Francis Leftwich'}, {'name': 'song_4', 'value': 'Skin - by Josh Record'}, {'name': 'song_1', 'value': 'A Boy Can Dream - by Casey Abrams'}]",gemma2-9b-it,138649,Mr. Brightside - by The Killers
"[{'name': 'song_2', 'value': 'Hey Now - by London Grammar'}, {'name': 'song_5', 'value': 'Not About Angels - by Birdy'}, {'name': 'song_3', 'value': 'Pictures - by Benjamin Francis Leftwich'}, {'name': 'song_4', 'value': 'Skin - by Josh Record'}, {'name': 'song_1', 'value': 'A Boy Can Dream - by Casey Abrams'}, {'name': 'playlist_name', 'value': 'rainy days'}]",gemma2-9b-it,138649,Skinny Love - by Bon Iver
"[{'name': 'playlist_name', 'value': 'rainy days'}, {'name': 'song_2', 'value': 'Hey Now - by London Grammar'}, {'name': 'song_5', 'value': 'Not About Angels - by Birdy'}, {'name': 'song_3', 'value': 'Pictures - by Benjamin Francis Leftwich'}, {'name': 'song_4', 'value': 'Skin - by Josh Record'}, {'name': 'song_1', 'value': 'A Boy Can Dream - by Casey Abrams'}]",gemma2-9b-it,138649,The Scientist - by Coldplay
"[{'name': 'playlist_name', 'value': 'rainy days'}, {'name': 'song_2', 'value': 'Hey Now - by London Grammar'}, {'name': 'song_5', 'value': 'Not About Angels - by Birdy'}, {'name': 'song_3', 'value': 'Pictures - by Benjamin Francis Leftwich'}, {'name': 'song_4', 'value': 'Skin - by Josh Record'}, {'name': 'song_1', 'value': 'A Boy Can Dream - by Casey Abrams'}]",gemma2-9b-it,138649,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'playlist_name', 'value': 'Wake Up!!'}, {'name': 'song_1', 'value': 'Wake Up - by Fetty Wap'}, {'name': 'song_2', 'value': 'Wake Up (feat. ChuchPeople) - by Sir the Baptist'}, {'name': 'song_3', 'value': 'Wake Up - by Aaradhna'}, {'name': 'song_4', 'value': 'Wake Up - by The Verve Pipe'}, {'name': 'song_5', 'value': 'Wake Up - by EDEN'}]",gemma2-9b-it,148000,Creep - by Radiohead
"[{'name': 'playlist_name', 'value': 'Wake Up!!'}, {'name': 'song_1', 'value': 'Wake Up - by Fetty Wap'}, {'name': 'song_2', 'value': 'Wake Up (feat. ChuchPeople) - by Sir the Baptist'}, {'name': 'song_3', 'value': 'Wake Up - by Aaradhna'}, {'name': 'song_4', 'value': 'Wake Up - by The Verve Pipe'}, {'name': 'song_5', 'value': 'Wake Up - by EDEN'}]",gemma2-9b-it,148000,Good Day - by Nappy Roots
"[{'name': 'playlist_name', 'value': 'Wake Up!!'}, {'name': 'song_1', 'value': 'Wake Up - by Fetty Wap'}, {'name': 'song_2', 'value': 'Wake Up (feat. ChuchPeople) - by Sir the Baptist'}, {'name': 'song_3', 'value': 'Wake Up - by Aaradhna'}, {'name': 'song_4', 'value': 'Wake Up - by The Verve Pipe'}, {'name': 'song_5', 'value': 'Wake Up - by EDEN'}]",gemma2-9b-it,148000,Hallelujah - by Leonard Cohen
"[{'name': 'playlist_name', 'value': 'Wake Up!!'}, {'name': 'song_1', 'value': 'Wake Up - by Fetty Wap'}, {'name': 'song_2', 'value': 'Wake Up (feat. ChuchPeople) - by Sir the Baptist'}, {'name': 'song_3', 'value': 'Wake Up - by Aaradhna'}, {'name': 'song_4', 'value': 'Wake Up - by The Verve Pipe'}, {'name': 'song_5', 'value': 'Wake Up - by EDEN'}]",gemma2-9b-it,148000,Rise Up - by Andra Day
"[{'name': 'playlist_name', 'value': 'electro'}, {'name': 'song_1', 'value': 'Under Control - by Calvin Harris'}, {'name': 'song_3', 'value': 'The Island - Pt. I (Dawn) - by Pendulum'}, {'name': 'song_4', 'value': 'No Beef - by Afrojack'}, {'name': 'song_2', 'value': 'Turn Down for What - by DJ Snake'}, {'name': 'song_5', 'value': 'Talk Dirty (feat. 2 Chainz) - by Jason Derulo'}]",gemma2-9b-it,157594,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': 'electro'}, {'name': 'song_1', 'value': 'Under Control - by Calvin Harris'}, {'name': 'song_2', 'value': 'Turn Down for What - by DJ Snake'}, {'name': 'song_3', 'value': 'The Island - Pt. I (Dawn) - by Pendulum'}, {'name': 'song_4', 'value': 'No Beef - by Afrojack'}, {'name': 'song_5', 'value': 'Talk Dirty (feat. 2 Chainz) - by Jason Derulo'}]",gemma2-9b-it,157594,Hey Ya! - by Outkast
"[{'name': 'playlist_name', 'value': 'electro'}, {'name': 'song_1', 'value': 'Under Control - by Calvin Harris'}, {'name': 'song_4', 'value': 'No Beef - by Afrojack'}, {'name': 'song_2', 'value': 'Turn Down for What - by DJ Snake'}, {'name': 'song_3', 'value': 'The Island - Pt. I (Dawn) - by Pendulum'}, {'name': 'song_5', 'value': 'Talk Dirty (feat. 2 Chainz) - by Jason Derulo'}]",gemma2-9b-it,157594,Levels - by Avicii
"[{'name': 'playlist_name', 'value': 'electro'}, {'name': 'song_1', 'value': 'Under Control - by Calvin Harris'}, {'name': 'song_4', 'value': 'No Beef - by Afrojack'}, {'name': 'song_2', 'value': 'Turn Down for What - by DJ Snake'}, {'name': 'song_3', 'value': 'The Island - Pt. I (Dawn) - by Pendulum'}, {'name': 'song_5', 'value': 'Talk Dirty (feat. 2 Chainz) - by Jason Derulo'}]",gemma2-9b-it,157594,Titanium - by David Guetta ft. Sia
"[{'name': 'playlist_name', 'value': 'cool'}, {'name': 'song_4', 'value': 'Tied Up - by Casey Veggies'}, {'name': 'song_2', 'value': 'Go Flex - by Post Malone'}, {'name': 'song_1', 'value': 'Take Your Time - by Sam Hunt'}, {'name': 'song_5', 'value': ""Say You Won't Let Go - by James Arthur""}, {'name': 'song_3', 'value': ""Mama's Song - by Carrie Underwood""}]",gemma2-9b-it,170573,Blinding Lights - by The Weeknd
"[{'name': 'playlist_name', 'value': 'cool'}, {'name': 'song_2', 'value': 'Go Flex - by Post Malone'}, {'name': 'song_4', 'value': 'Tied Up - by Casey Veggies'}, {'name': 'song_1', 'value': 'Take Your Time - by Sam Hunt'}, {'name': 'song_5', 'value': ""Say You Won't Let Go - by James Arthur""}, {'name': 'song_3', 'value': ""Mama's Song - by Carrie Underwood""}]",gemma2-9b-it,170573,Can't Feel My Face - by The Weeknd
"[{'name': 'song_1', 'value': 'Take Your Time - by Sam Hunt'}, {'name': 'song_3', 'value': ""Mama's Song - by Carrie Underwood""}, {'name': 'song_2', 'value': 'Go Flex - by Post Malone'}, {'name': 'song_4', 'value': 'Tied Up - by Casey Veggies'}, {'name': 'song_5', 'value': ""Say You Won't Let Go - by James Arthur""}, {'name': 'playlist_name', 'value': 'cool'}]",gemma2-9b-it,170573,Ring of Fire - by Johnny Cash
"[{'name': 'song_1', 'value': 'Take Your Time - by Sam Hunt'}, {'name': 'song_3', 'value': ""Mama's Song - by Carrie Underwood""}, {'name': 'song_2', 'value': 'Go Flex - by Post Malone'}, {'name': 'song_4', 'value': 'Tied Up - by Casey Veggies'}, {'name': 'song_5', 'value': ""Say You Won't Let Go - by James Arthur""}, {'name': 'playlist_name', 'value': 'cool'}]",gemma2-9b-it,170573,Wagon Wheel - by Old Crow Medicine Show
"[{'name': 'song_1', 'value': 'Love Yourself - by Justin Bieber'}, {'name': 'song_2', 'value': 'Sorry - by Justin Bieber'}, {'name': 'song_3', 'value': 'What Do You Mean? - by Justin Bieber'}, {'name': 'song_4', 'value': 'Me, Myself & I - by G-Eazy'}, {'name': 'song_5', 'value': 'Stressed Out - by Twenty One Pilots'}, {'name': 'playlist_name', 'value': 'CAR'}]",gemma2-9b-it,172412,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Love Yourself - by Justin Bieber'}, {'name': 'song_2', 'value': 'Sorry - by Justin Bieber'}, {'name': 'song_3', 'value': 'What Do You Mean? - by Justin Bieber'}, {'name': 'playlist_name', 'value': 'CAR'}, {'name': 'song_4', 'value': 'Me, Myself & I - by G-Eazy'}, {'name': 'song_5', 'value': 'Stressed Out - by Twenty One Pilots'}]",gemma2-9b-it,172412,Company - by Justin Bieber
"[{'name': 'song_1', 'value': 'Love Yourself - by Justin Bieber'}, {'name': 'song_2', 'value': 'Sorry - by Justin Bieber'}, {'name': 'song_3', 'value': 'What Do You Mean? - by Justin Bieber'}, {'name': 'playlist_name', 'value': 'CAR'}, {'name': 'song_4', 'value': 'Me, Myself & I - by G-Eazy'}, {'name': 'song_5', 'value': 'Stressed Out - by Twenty One Pilots'}]",gemma2-9b-it,172412,Peaches - by Justin Bieber ft. Daniel Caesar & Giveon
"[{'name': 'song_1', 'value': 'Love Yourself - by Justin Bieber'}, {'name': 'song_2', 'value': 'Sorry - by Justin Bieber'}, {'name': 'song_3', 'value': 'What Do You Mean? - by Justin Bieber'}, {'name': 'song_4', 'value': 'Me, Myself & I - by G-Eazy'}, {'name': 'song_5', 'value': 'Stressed Out - by Twenty One Pilots'}, {'name': 'playlist_name', 'value': 'CAR'}]",gemma2-9b-it,172412,Stairway to Heaven - by Led Zeppelin
"[{'name': 'song_2', 'value': ""They Don't Know - by Ariana Grande""}, {'name': 'song_1', 'value': 'What You Do to Me - by John Legend'}, {'name': 'song_3', 'value': ""Nobody's Better (feat. Fetty Wap) - by Z""}, {'name': 'song_4', 'value': 'Power - by Little Mix'}, {'name': 'song_5', 'value': 'Did It For The Fame - by Sabina Ddumba'}, {'name': 'playlist_name', 'value': 'Dec'}]",gemma2-9b-it,173203,7 Rings - by Ariana Grande
"[{'name': 'song_1', 'value': 'What You Do to Me - by John Legend'}, {'name': 'playlist_name', 'value': 'Dec'}, {'name': 'song_2', 'value': ""They Don't Know - by Ariana Grande""}, {'name': 'song_3', 'value': ""Nobody's Better (feat. Fetty Wap) - by Z""}, {'name': 'song_4', 'value': 'Power - by Little Mix'}, {'name': 'song_5', 'value': 'Did It For The Fame - by Sabina Ddumba'}]",gemma2-9b-it,173203,All of Me - by John Legend
"[{'name': 'song_1', 'value': 'What You Do to Me - by John Legend'}, {'name': 'song_2', 'value': ""They Don't Know - by Ariana Grande""}, {'name': 'song_3', 'value': ""Nobody's Better (feat. Fetty Wap) - by Z""}, {'name': 'song_4', 'value': 'Power - by Little Mix'}, {'name': 'song_5', 'value': 'Did It For The Fame - by Sabina Ddumba'}, {'name': 'playlist_name', 'value': 'Dec'}]",gemma2-9b-it,173203,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'What You Do to Me - by John Legend'}, {'name': 'song_2', 'value': ""They Don't Know - by Ariana Grande""}, {'name': 'song_4', 'value': 'Power - by Little Mix'}, {'name': 'song_5', 'value': 'Did It For The Fame - by Sabina Ddumba'}, {'name': 'song_3', 'value': ""Nobody's Better (feat. Fetty Wap) - by Z""}, {'name': 'playlist_name', 'value': 'Dec'}]",gemma2-9b-it,173203,Highway to Hell - by AC/DC
"[{'name': 'playlist_name', 'value': 'Silly'}, {'name': 'song_1', 'value': 'King Tut - by Steve Martin'}, {'name': 'song_2', 'value': 'Akbar - by Jeffery Dallas'}, {'name': 'song_3', 'value': 'Never Get Naked in Your Shower - by Julian Smith'}, {'name': 'song_4', 'value': 'VeggieTales Theme Song - by VeggieTales'}, {'name': 'song_5', 'value': 'God Is Bigger - by VeggieTales'}]",gemma2-9b-it,202997,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': 'Silly'}, {'name': 'song_1', 'value': 'King Tut - by Steve Martin'}, {'name': 'song_2', 'value': 'Akbar - by Jeffery Dallas'}, {'name': 'song_3', 'value': 'Never Get Naked in Your Shower - by Julian Smith'}, {'name': 'song_4', 'value': 'VeggieTales Theme Song - by VeggieTales'}, {'name': 'song_5', 'value': 'God Is Bigger - by VeggieTales'}]",gemma2-9b-it,202997,Stairway to Heaven - by Led Zeppelin
"[{'name': 'playlist_name', 'value': 'Silly'}, {'name': 'song_1', 'value': 'King Tut - by Steve Martin'}, {'name': 'song_2', 'value': 'Akbar - by Jeffery Dallas'}, {'name': 'song_3', 'value': 'Never Get Naked in Your Shower - by Julian Smith'}, {'name': 'song_4', 'value': 'VeggieTales Theme Song - by VeggieTales'}, {'name': 'song_5', 'value': 'God Is Bigger - by VeggieTales'}]",gemma2-9b-it,202997,The Chicken Dance - by Werner Thomas
"[{'name': 'playlist_name', 'value': 'Silly'}, {'name': 'song_1', 'value': 'King Tut - by Steve Martin'}, {'name': 'song_2', 'value': 'Akbar - by Jeffery Dallas'}, {'name': 'song_3', 'value': 'Never Get Naked in Your Shower - by Julian Smith'}, {'name': 'song_4', 'value': 'VeggieTales Theme Song - by VeggieTales'}, {'name': 'song_5', 'value': 'God Is Bigger - by VeggieTales'}]",gemma2-9b-it,202997,Yakety Sax - by Boots Randolph
"[{'name': 'song_5', 'value': 'Carousel - by Melanie Martinez'}, {'name': 'song_1', 'value': 'Castle - by Halsey'}, {'name': 'song_2', 'value': 'I Walk The Line - by Halsey'}, {'name': 'song_3', 'value': 'Gangsta - by Kehlani'}, {'name': 'song_4', 'value': 'Freakshow (feat. Varien) - Original Mix - by SPLITBREED'}, {'name': 'playlist_name', 'value': 'Park'}]",gemma2-9b-it,214615,Liability - by  Lorde
"[{'name': 'song_1', 'value': 'Castle - by Halsey'}, {'name': 'song_3', 'value': 'Gangsta - by Kehlani'}, {'name': 'song_5', 'value': 'Carousel - by Melanie Martinez'}, {'name': 'song_2', 'value': 'I Walk The Line - by Halsey'}, {'name': 'song_4', 'value': 'Freakshow (feat. Varien) - Original Mix - by SPLITBREED'}, {'name': 'playlist_name', 'value': 'Park'}]",gemma2-9b-it,214615,Mr. Brightside - by The Killers
"[{'name': 'song_5', 'value': 'Carousel - by Melanie Martinez'}, {'name': 'song_1', 'value': 'Castle - by Halsey'}, {'name': 'song_2', 'value': 'I Walk The Line - by Halsey'}, {'name': 'playlist_name', 'value': 'Park'}, {'name': 'song_3', 'value': 'Gangsta - by Kehlani'}, {'name': 'song_4', 'value': 'Freakshow (feat. Varien) - Original Mix - by SPLITBREED'}]",gemma2-9b-it,214615,The Village - by  Wrabel
"[{'name': 'song_1', 'value': 'Castle - by Halsey'}, {'name': 'song_3', 'value': 'Gangsta - by Kehlani'}, {'name': 'song_5', 'value': 'Carousel - by Melanie Martinez'}, {'name': 'song_2', 'value': 'I Walk The Line - by Halsey'}, {'name': 'song_4', 'value': 'Freakshow (feat. Varien) - Original Mix - by SPLITBREED'}, {'name': 'playlist_name', 'value': 'Park'}]",gemma2-9b-it,214615,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'playlist_name', 'value': 'j.cole'}, {'name': 'song_1', 'value': 'Wet Dreamz - by J. Cole'}, {'name': 'song_2', 'value': 'Apparently - by J. Cole'}, {'name': 'song_3', 'value': 'Fire Squad - by J. Cole'}, {'name': 'song_4', 'value': 'She Knows - by J. Cole'}, {'name': 'song_5', 'value': 'The Law (feat. Mac Miller & Rapsody) - by Ab-Soul'}]",gemma2-9b-it,216471,A Lot - by 21 Savage feat. J. Cole
"[{'name': 'playlist_name', 'value': 'j.cole'}, {'name': 'song_1', 'value': 'Wet Dreamz - by J. Cole'}, {'name': 'song_2', 'value': 'Apparently - by J. Cole'}, {'name': 'song_3', 'value': 'Fire Squad - by J. Cole'}, {'name': 'song_4', 'value': 'She Knows - by J. Cole'}, {'name': 'song_5', 'value': 'The Law (feat. Mac Miller & Rapsody) - by Ab-Soul'}]",gemma2-9b-it,216471,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': 'j.cole'}, {'name': 'song_1', 'value': 'Wet Dreamz - by J. Cole'}, {'name': 'song_2', 'value': 'Apparently - by J. Cole'}, {'name': 'song_3', 'value': 'Fire Squad - by J. Cole'}, {'name': 'song_4', 'value': 'She Knows - by J. Cole'}, {'name': 'song_5', 'value': 'The Law (feat. Mac Miller & Rapsody) - by Ab-Soul'}]",gemma2-9b-it,216471,Happy - by Pharrell Williams
